word	lemma	method
тырнап	тырнап	lem
мемнюн	мемнюн	lem
ёкълугъы	ёкълугъы	lem
аджи	аджи	lem
шубесиз	шубесиз	lem
леленка	леленка	lem
эшиттим	эшиттим	lem
леленкадан	леленкадан	lem
котерильди	котерильди	lem
азбаргъа	азбаргъа	lem
талебелер	талебелер	lem
шура	шура	lem
вийшов	вийшов	lem
цього	цього	lem
вони	вони	lem
треба	треба	lem
під	під	lem
села	села	lem
знову	знову	lem
йому	йому	lem
эдебият	эдебият	lem
шаирнинъ	шаирнинъ	lem
эдипнинъ	эдипнинъ	lem
l	l	lem
y	y	lem
bl	bl	lem
pyc	pyc	lem
догъмуш	догъмуш	lem
козьлеримни	козьлеримни	lem
юрип	юрип	lem
четинде	четинде	lem
бунынъ	бунынъ	lem
татарлар	татарлар	lem
тахта	тахта	lem
йылдан	йылдан	lem
секиз	секиз	lem
эвлер	эвлер	lem
къатлы	къатлы	lem
кирамет	кирамет	lem
къырымтатар	къырымтатар	lem
бабамнынъ	бабамнынъ	lem
анам	анам	lem
кереклигини	кереклигини	lem
яры	яры	lem
сийрек	сийрек	lem
дерслер	дерслер	lem
тасавур	тасавур	lem
яшай	яшай	lem
аскерий	аскерий	lem
селямет	селямет	lem
ашадыкъ	ашадыкъ	lem
эмир	эмир	lem
бирлерине	бирлерине	lem
сюйрю	сюйрю	lem
аркъасыны	аркъасыны	lem
къыскъа	къыскъа	lem
бильдирди	бильдирди	lem
кечтилер	кечтилер	lem
керекми	керекми	lem
бенъзер	бенъзер	lem
дамлы	дамлы	lem
терек	терек	lem
айтып	айтып	lem
хусуста	хусуста	lem
истейим	истейим	lem
ичи	ичи	lem
кечирди	кечирди	lem
тёкюльди	тёкюльди	lem
муреккеп	муреккеп	lem
къалпагъыны	къалпагъыны	lem
зайыф	зайыф	lem
казаклар	казаклар	lem
хусусындаки	хусусындаки	lem
хатириме	хатириме	lem
тааджипли	тааджипли	lem
стол	стол	lem
отурам	отурам	lem
адамларнынъ	адамларнынъ	lem
агъач	агъач	lem
деръал	деръал	lem
айланып	айланып	lem
мучели	мучели	lem
чыкъмады	чыкъмады	lem
къыйын	къыйын	lem
себеп	себеп	lem
теклиф	теклиф	lem
кетмекте	кетмекте	lem
буюрынъыз	буюрынъыз	lem
комсомол	комсомол	lem
окъу	окъу	lem
дефтерини	дефтерини	lem
айретте	айретте	lem
мана	мана	lem
автомобиль	автомобиль	lem
экенимни	экенимни	lem
чыкъмакъ	чыкъмакъ	lem
заманда	заманда	lem
къойдым	къойдым	lem
къарысы	къарысы	lem
ишни	ишни	lem
хаберлер	хаберлер	lem
кес	кес	lem
аптеге	аптеге	lem
куньден	куньден	lem
себе	себе	lem
жінка	жінка	lem
вона	вона	lem
чоловік	чоловік	lem
але	але	lem
усе	усе	lem
років	років	lem
один	один	lem
bin	bin	lem
an	an	lem
ce	ce	lem
bay	bay	lem
ay	ay	lem
f	f	lem
se	se	lem
мукъаддес	мукъаддес	lem
сене	сене	lem
корьмеге	корьмеге	lem
эфсаневий	эфсаневий	lem
думанлы	думанлы	lem
башындаки	башындаки	lem
аркъасына	аркъасына	lem
чевирилип	чевирилип	lem
отуз	отуз	lem
ёлнен	ёлнен	lem
кирдим	кирдим	lem
бом	бом	lem
эттик	эттик	lem
агъыздан	агъыздан	lem
чаталлашкъан	чаталлашкъан	lem
думан	думан	lem
иди	иди	lem
миндер	миндер	lem
джебинден	джебинден	lem
къызнынъ	къызнынъ	lem
эснада	эснада	lem
сагълам	сагълам	lem
къызны	къызны	lem
келем	келем	lem
къапугъа	къапугъа	lem
токътатты	токътатты	lem
асылы	асылы	lem
алгъан	алгъан	lem
текмиль	текмиль	lem
бинаэн	бинаэн	lem
таин	таин	lem
акъикъатен	акъикъатен	lem
чевирильди	чевирильди	lem
азыр	азыр	lem
булуна	булуна	lem
бардым	бардым	lem
корюнип	корюнип	lem
эгильди	эгильди	lem
кирген	кирген	lem
эали	эали	lem
айретле	айретле	lem
мейдангъа	мейдангъа	lem
ташлады	ташлады	lem
сёзюни	сёзюни	lem
саесинде	саесинде	lem
чокъкъа	чокъкъа	lem
алында	алында	lem
дженклерде	дженклерде	lem
якъынлагъанда	якъынлагъанда	lem
девиринде	девиринде	lem
эткенде	эткенде	lem
юфкъа	юфкъа	lem
сусып	сусып	lem
козетти	козетти	lem
хызмети	хызмети	lem
элининъ	элининъ	lem
пармагъыны	пармагъыны	lem
этрафында	этрафында	lem
мектеби	мектеби	lem
къалкъты	къалкъты	lem
кедер	кедер	lem
ишлер	ишлер	lem
сонъки	сонъки	lem
хайли	хайли	lem
динълейим	динълейим	lem
хаберим	хаберим	lem
хала	хала	lem
эбет	эбет	lem
суаль	суаль	lem
чабик	чабик	lem
укъукъ	укъукъ	lem
турып	турып	lem
топракъ	топракъ	lem
чевирди	чевирди	lem
отузынджы	отузынджы	lem
къызыл	къызыл	lem
чар	чар	lem
узатып	узатып	lem
козьлеринен	козьлеринен	lem
юрьген	юрьген	lem
эртеси	эртеси	lem
огюмде	огюмде	lem
пери	пери	lem
табиат	табиат	lem
сенесининъ	сенесининъ	lem
эвинде	эвинде	lem
беденли	беденли	lem
озюмни	озюмни	lem
къалса	къалса	lem
мытлакъа	мытлакъа	lem
эшитмеди	эшитмеди	lem
бермеге	бермеге	lem
сюкюнет	сюкюнет	lem
юткъунды	юткъунды	lem
аксине	аксине	lem
идареси	идареси	lem
этменъиз	этменъиз	lem
къыбырдамай	къыбырдамай	lem
мешакъкъат	мешакъкъат	lem
маса	маса	lem
дерс	дерс	lem
чере	чере	lem
вазиети	вазиети	lem
къол	къол	lem
вефат	вефат	lem
оджалыкъкъа	оджалыкъкъа	lem
ляйыкъ	ляйыкъ	lem
акъыл	акъыл	lem
окъутаджакъ	окъутаджакъ	lem
аркъасында	аркъасында	lem
юрь	юрь	lem
терекке	терекке	lem
къаверенкли	къаверенкли	lem
шубели	шубели	lem
дереге	дереге	lem
къапусыны	къапусыны	lem
кийиз	кийиз	lem
эвинден	эвинден	lem
саибеси	саибеси	lem
балаларнынъ	балаларнынъ	lem
одун	одун	lem
язмагъа	язмагъа	lem
дефтерлерини	дефтерлерини	lem
кельгени	кельгени	lem
акимиетнинъ	акимиетнинъ	lem
къоджа	къоджа	lem
ханымнынъ	ханымнынъ	lem
уже	уже	lem
хто	хто	lem
її	її	lem
тут	тут	lem
запитав	запитав	lem
мого	мого	lem
них	них	lem
голову	голову	lem
пішов	пішов	lem
ним	ним	lem
немає	немає	lem
справа	справа	lem
людину	людину	lem
посміхнувся	посміхнувся	lem
рукопис	рукопис	lem
эсерни	эсерни	lem
as	as	lem
caipinap	caipinap	lem
by	by	lem
on	on	lem
én	én	lem
nul	nul	lem
козюме	козюме	lem
чалынды	чалынды	lem
миллий	миллий	lem
кесек	кесек	lem
юзюм	юзюм	lem
килим	килим	lem
ханеге	ханеге	lem
кишилери	кишилери	lem
сачлы	сачлы	lem
сезилип	сезилип	lem
окъувны	окъувны	lem
зарур	зарур	lem
талебе	талебе	lem
эльверишли	эльверишли	lem
чагъырды	чагъырды	lem
туташ	туташ	lem
якътан	якътан	lem
ясакъ	ясакъ	lem
тюз	тюз	lem
суву	суву	lem
комутан	комутан	lem
акъча	акъча	lem
корюшип	корюшип	lem
ярын	ярын	lem
пиширип	пиширип	lem
эвимизге	эвимизге	lem
тар	тар	lem
азбар	азбар	lem
башладым	башладым	lem
дагълыкъ	дагълыкъ	lem
беттен	беттен	lem
ачыла	ачыла	lem
дикъкъатле	дикъкъатле	lem
уджлары	уджлары	lem
тёпелери	тёпелери	lem
кимсеге	кимсеге	lem
татарджа	татарджа	lem
огреткен	огреткен	lem
атлар	атлар	lem
озен	озен	lem
шымшыр	шымшыр	lem
